Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Win,Game_ID,Blue_Team,Red_Team,Winning_Team
Varin,SUPPORT,13,1,1,15,16,25,0,,0.8,8446,276,13%,99,56,5,17,15,3.24,1.83,0.56,0.16,43.8%,5225,213,4970,42,171,5.4%,0.52,61.5%,,0,0,0,0,7,5,298,1,0,72,72,9444,4565,22912,317,42,167,21647,41,20,33,0,375,1,71656,BoostGate Esports,BBL Dark Passage,BoostGate Esports
NuQ,TOP,15,1,7,3,0.6,204,0,,6.7,10694,350,19.8%,26,9,4,3,2,0.85,0.29,0.1,0.13,13.8%,17052,1484,14903,665,558,18.5%,0.13,36.4%,,0,0,0,0,-1168,-37,-1040,-1,0,4513,4513,31001,0,25341,0,28,316,39182,239,4,22,486,0,0,71656,BoostGate Esports,BBL Dark Passage,BoostGate Esports
Kireas,JUNGLE,15,4,4,5,2.3,209,189,,6.8,11378,372,21.1%,22,3,4,5,3,0.72,0.1,0.16,0.13,11.6%,15258,13881,547,830,499,16.5%,0.29,81.8%,,0,0,0,0,-577,-12,-514,0,0,0,0,19455,0,18517,0,10,308,35556,137,6,21,371,0,0,71656,BoostGate Esports,BBL Dark Passage,BoostGate Esports
Ksaez,MID,16,2,8,6,1,245,0,,8,11993,392,22.2%,44,17,10,8,7,1.44,0.56,0.26,0.33,23.3%,28103,1419,26261,423,919,30.4%,0.26,72.7%,1,0,0,0,0,-96,0,161,0,0,4920,4920,1015,0,15877,0,18,332,24899,239,10,27,150,0,0,71656,BoostGate Esports,BBL Dark Passage,BoostGate Esports
Neramin,ADC,15,4,4,1,1.3,287,4,,9.4,13078,428,24.2%,11,7,2,1,0,0.36,0.23,0.03,0.07,5.8%,20145,18679,1150,316,659,21.8%,0.16,45.5%,,0,0,0,0,427,10,413,1,0,1875,1875,3575,0,9413,0,21,204,17604,132,2,21,685,0,0,71656,BoostGate Esports,BBL Dark Passage,BoostGate Esports
Joexy,SUPPORT,13,0,3,7,2.3,23,0,,0.8,6898,226,12.8%,86,54,4,5,3,2.81,1.77,0.16,0.13,45.5%,11792,1076,10716,0,386,12.8%,0.23,63.6%,,0,0,0,0,-7,-5,-298,-1,0,491,491,3753,929,5374,4455,40,209,13626,83,7,26,0,0,0,71656,BoostGate Esports,BBL Dark Passage,BoostGate Esports
Welcom,TOP,16,6,5,0,1.2,242,8,,7.9,13888,454,24.9%,21,9,5,2,1,0.69,0.29,0.07,0.16,10.2%,25722,3355,18733,3634,842,31.2%,0.2,54.5%,1,1,0,0,0,-1083,0,116,0,0,6637,6637,9485,0,31043,0,11,214,31334,172,4,29,655,0,0,71657,Tani eSports CZ,eSuba,eSuba
Carnage,JUNGLE,15,3,4,4,1.8,205,193,,6.7,11611,380,20.9%,26,8,2,7,6,0.85,0.26,0.23,0.07,12.7%,12774,11596,879,299,418,15.5%,0.23,63.6%,1,0,0,0,0,-537,-5,-878,-1,0,604,604,25359,0,25892,0,18,590,41640,117,8,27,700,87,0,71657,Tani eSports CZ,eSuba,eSuba
tibor,MID,15,0,4,3,0.8,249,0,,8.1,10648,348,19.1%,31,11,6,2,2,1.01,0.36,0.07,0.2,15.1%,14334,858,13277,199,469,17.4%,0.1,27.3%,,0,0,0,0,-590,-8,-395,0,0,4300,4300,2560,0,11842,1336,18,312,17759,124,5,24,0,61,0,71657,Tani eSports CZ,eSuba,eSuba
Esko,ADC,16,1,3,6,2.3,277,0,,9.1,12347,404,22.2%,24,12,1,5,4,0.79,0.39,0.16,0.03,11.7%,23637,12652,9894,1091,773,28.6%,0.23,63.6%,,0,0,0,0,639,28,803,1,0,4474,4474,4458,0,9005,0,2,42,16682,71,6,25,0,47,0,71657,Tani eSports CZ,eSuba,eSuba
Smarty,SUPPORT,11,1,5,6,1.4,28,0,,0.9,7189,235,12.9%,103,43,14,13,12,3.37,1.41,0.43,0.46,50.2%,6080,1048,3955,1077,199,7.4%,0.23,63.6%,,0,0,0,0,15,-1,-406,0,0,380,380,2456,142,22077,1343,33,83,17027,101,15,29,0,34,0,71657,Tani eSports CZ,eSuba,eSuba
Kio,TOP,17,4,2,9,6.5,266,12,,8.7,14000,458,22.1%,33,13,5,4,4,1.08,0.43,0.13,0.16,15.6%,21417,20357,0,1060,701,23.2%,0.43,61.9%,,1,0,0,0,1083,0,-116,0,0,5501,5501,7663,0,37327,0,11,273,28557,77,6,30,195,100,1,71657,Tani eSports CZ,eSuba,eSuba
Savero,JUNGLE,16,3,3,17,6.7,199,175,,6.5,12542,410,19.8%,38,7,12,6,5,1.24,0.23,0.2,0.39,18%,17821,14474,2539,808,583,19.3%,0.65,95.2%,,0,0,0,0,537,5,878,1,0,4442,4442,17745,0,31925,0,26,215,39070,97,6,26,0,110,1,71657,Tani eSports CZ,eSuba,eSuba
Roison,MID,17,6,1,10,16,269,16,,8.8,13662,447,21.6%,17,9,3,1,1,0.56,0.29,0.03,0.1,8.1%,30430,432,29842,156,996,32.9%,0.52,76.2%,,0,0,1,0,590,8,395,0,0,4820,4820,2157,0,6568,0,20,247,13177,0,3,22,0,700,1,71657,Tani eSports CZ,eSuba,eSuba
Vespa,ADC,16,7,4,6,3.3,251,19,,8.2,14299,468,22.6%,19,11,4,1,1,0.62,0.36,0.03,0.13,9%,16893,7513,8989,391,553,18.3%,0.43,61.9%,,0,1,0,0,-639,-28,-803,-1,0,5153,5153,3631,0,12187,0,2,93,19140,107,2,23,34,0,1,71657,Tani eSports CZ,eSuba,eSuba
max1,SUPPORT,13,1,1,19,20,37,0,,1.2,8874,290,14%,104,48,13,12,12,3.4,1.57,0.39,0.43,49.3%,5922,1058,3735,1129,194,6.4%,0.65,95.2%,,0,0,0,0,-15,1,406,0,0,334,334,17062,8347,13767,2935,30,104,19041,0,14,30,0,445,1,71657,Tani eSports CZ,eSuba,eSuba
Kio,TOP,17,16,4,8,6,219,0,,7.5,15962,546,24.5%,30,12,3,7,7,1.03,0.41,0.24,0.1,16%,32019,2421,28073,1525,1095,31.6%,0.82,75%,2,2,0,0,1,1858,35,1616,2,0,8605,8605,5385,0,9092,0,9,209,21150,160,9,30,0,1059,1,71658,eSuba,Tani eSports CZ,eSuba
Savero,JUNGLE,16,1,2,21,11,173,150,,5.9,12121,414,18.6%,45,8,13,7,6,1.54,0.27,0.24,0.44,24.1%,11437,8284,2434,719,391,11.3%,0.75,68.8%,,0,0,0,0,539,9,750,0,0,6608,6608,32658,0,34144,0,21,337,46169,63,7,26,0,211,1,71658,eSuba,Tani eSports CZ,eSuba
Roison,MID,18,9,1,11,20,238,0,,8.1,13958,477,21.4%,18,9,3,2,2,0.62,0.31,0.07,0.1,9.6%,28763,439,28324,0,983,28.4%,0.68,62.5%,,4,0,0,0,1032,2,141,0,0,6602,6602,5548,0,16938,0,22,554,15764,25,4,22,0,0,1,71658,eSuba,Tani eSports CZ,eSuba
Vespa,ADC,16,6,4,13,4.8,272,38,,9.3,14626,500,22.5%,19,11,4,2,2,0.65,0.38,0.07,0.14,10.2%,23015,22533,0,482,787,22.7%,0.65,59.4%,,0,1,0,0,101,-9,274,0,0,8804,8804,3695,0,7611,0,22,106,18964,139,4,21,0,394,1,71658,eSuba,Tani eSports CZ,eSuba
max1,SUPPORT,14,0,2,26,13,23,0,,0.8,8412,288,12.9%,75,45,6,9,7,2.56,1.54,0.31,0.21,40.1%,6023,1473,4300,250,206,5.9%,0.89,81.3%,,0,0,0,0,1,-3,-302,0,0,383,383,4021,670,26597,2108,33,123,16806,45,11,28,0,46,1,71658,eSuba,Tani eSports CZ,eSuba
Welcom,TOP,16,4,8,4,1,226,0,,7.7,11160,382,21.8%,22,7,2,2,2,0.75,0.24,0.07,0.07,10.8%,26310,599,25612,99,899,31.5%,0.27,61.5%,1,0,0,0,0,-1858,-35,-1616,-2,0,1634,1634,469,0,20611,0,16,385,26343,238,4,25,466,0,0,71658,eSuba,Tani eSports CZ,eSuba
Carnage,JUNGLE,14,3,6,3,1,180,168,,6.2,10066,344,19.6%,40,8,9,7,6,1.37,0.27,0.24,0.31,19.6%,9697,9126,91,480,332,11.6%,0.21,46.2%,,0,0,0,0,-539,-9,-750,0,0,0,0,11893,0,32335,0,20,311,31919,173,8,28,211,0,0,71658,eSuba,Tani eSports CZ,eSuba
tibor,MID,15,1,4,4,1.3,231,0,,7.9,10988,376,21.4%,28,6,10,1,1,0.96,0.21,0.03,0.34,13.7%,16151,759,10532,4860,552,19.4%,0.17,38.5%,,0,0,0,0,-1032,-2,-141,0,0,3651,3651,5307,0,8722,0,12,66,19763,123,3,19,593,0,0,71658,eSuba,Tani eSports CZ,eSuba
Esko,ADC,14,5,6,3,1.3,241,8,,8.2,12358,422,24.1%,20,10,5,1,1,0.68,0.34,0.03,0.17,9.8%,25165,15334,9040,791,860,30.2%,0.27,61.5%,,1,0,0,0,-101,9,-274,0,0,1842,1842,2330,0,7116,0,15,340,15589,150,2,20,440,0,0,71658,eSuba,Tani eSports CZ,eSuba
Smarty,SUPPORT,11,0,8,8,1,25,0,,0.9,6664,228,13%,94,43,8,16,14,3.21,1.47,0.55,0.27,46.1%,6089,958,4736,395,208,7.3%,0.27,61.5%,,0,0,0,0,-1,3,302,0,0,0,0,3857,258,24175,446,42,168,29600,198,18,32,0,0,0,71658,eSuba,Tani eSports CZ,eSuba
Kio,TOP,15,2,1,9,11,224,3,,8.7,11027,428,20.7%,30,10,3,5,5,1.16,0.39,0.19,0.12,18.2%,16631,11215,5247,169,645,23.2%,0.43,55%,,0,0,0,0,1360,29,911,0,0,8653,8653,8239,0,44006,0,29,456,30497,45,6,22,0,426,1,71659,eSuba,Tani eSports CZ,eSuba
Savero,JUNGLE,14,5,0,11,Perfect KDA,157,146,,6.1,10274,399,19.3%,26,4,6,4,4,1.01,0.16,0.16,0.23,15.8%,15764,9868,5282,614,612,22%,0.62,80%,,2,0,0,0,95,7,521,0,0,4821,4821,17468,0,51733,0,32,619,34705,0,4,17,0,0,1,71659,eSuba,Tani eSports CZ,eSuba
Roison,MID,16,4,2,9,6.5,201,4,,7.8,10582,411,19.9%,10,8,1,0,0,0.39,0.31,0,0.04,6.1%,14281,650,13242,389,554,19.9%,0.5,65%,,1,0,0,0,1094,-3,432,1,0,5879,5879,2374,0,9344,0,15,97,15366,80,2,16,0,315,1,71659,eSuba,Tani eSports CZ,eSuba
Vespa,ADC,14,9,5,5,2.8,253,16,,9.8,14221,552,26.7%,28,10,9,1,1,1.09,0.39,0.04,0.35,17%,20458,14483,5217,758,794,28.5%,0.54,70%,,0,0,0,1,644,9,-113,0,0,7426,7426,2304,0,7659,0,6,121,14546,138,2,18,0,111,1,71659,eSuba,Tani eSports CZ,eSuba
max1,SUPPORT,12,0,2,16,8,28,0,,1.1,7119,276,13.4%,71,29,12,6,6,2.76,1.13,0.23,0.47,43%,4584,1066,3518,0,178,6.4%,0.62,80%,,0,0,0,0,148,-6,984,2,0,2806,2806,8498,6373,4513,5852,18,86,8481,54,8,25,0,17,1,71659,eSuba,Tani eSports CZ,eSuba
Welcom,TOP,14,1,4,8,2.3,188,3,,7.3,9610,373,22.3%,11,11,1,2,2,0.43,0.43,0.08,0.04,7.7%,23768,19448,4320,0,922,30.7%,0.35,90%,,0,0,0,0,-1360,-29,-911,0,0,8900,8900,5241,0,16977,0,43,430,24017,118,3,22,17,0,0,71659,eSuba,Tani eSports CZ,eSuba
Carnage,JUNGLE,12,3,5,7,2,136,120,,5.3,8507,330,19.7%,30,4,9,4,3,1.16,0.16,0.16,0.35,21%,7574,6479,579,516,294,9.8%,0.39,100%,,0,0,0,0,-95,-7,-521,0,0,814,814,13439,0,25573,0,16,399,29841,144,5,21,111,0,0,71659,eSuba,Tani eSports CZ,eSuba
tibor,MID,14,1,2,3,2,212,5,,8.2,8747,339,20.3%,16,7,4,0,0,0.62,0.27,0,0.16,11.2%,19042,1189,17853,0,739,24.6%,0.16,40%,,0,0,0,0,-1094,3,-432,-1,0,0,0,1109,0,6054,0,35,444,9852,78,2,20,426,0,0,71659,eSuba,Tani eSports CZ,eSuba
Esko,ADC,13,5,4,3,2,213,8,,8.3,10793,419,25%,21,10,2,4,3,0.82,0.39,0.16,0.08,14.7%,23876,23501,0,375,927,30.8%,0.31,80%,,1,0,0,0,-644,-9,113,0,0,1303,1303,2284,0,7147,0,3,33,12975,132,5,20,315,0,0,71659,eSuba,Tani eSports CZ,eSuba
Smarty,SUPPORT,10,0,5,7,1.4,26,0,,1,5505,214,12.8%,65,40,3,11,11,2.52,1.55,0.43,0.12,45.5%,3135,410,2725,0,122,4.1%,0.27,70%,,0,0,0,0,-148,6,-984,-2,0,0,0,7881,3944,21319,0,32,76,19786,115,14,27,0,0,0,71659,eSuba,Tani eSports CZ,eSuba
Chan,TOP,18,3,3,6,3,351,12,,8.9,15758,399,22.1%,44,10,12,4,4,1.12,0.25,0.1,0.3,13%,22713,2760,16252,3701,576,21.1%,0.23,75%,,1,0,0,0,760,17,479,1,0,1084,1084,9822,0,38138,0,10,242,36509,106,6,29,537,0,0,71662,Partizan Sangal,Crvena zvezda Esports,Crvena zvezda Esports
Stefan,JUNGLE,17,6,4,5,2.8,255,213,,6.5,15119,383,21.2%,66,8,20,6,6,1.67,0.2,0.15,0.51,19.5%,16058,11970,2984,1104,407,14.9%,0.28,91.7%,,0,1,0,0,1139,21,776,1,0,7290,7290,34608,0,76910,0,52,534,60301,112,7,35,228,379,0,71662,Partizan Sangal,Crvena zvezda Esports,Crvena zvezda Esports
Whistle,MID,17,0,8,8,1,300,5,,7.6,13461,341,18.8%,38,12,4,2,2,0.96,0.3,0.05,0.1,11.2%,25825,553,24678,594,655,24%,0.2,66.7%,,0,0,0,0,-163,2,-43,0,0,3394,3394,1788,0,26691,0,18,201,32383,301,4,26,0,79,0,71662,Partizan Sangal,Crvena zvezda Esports,Crvena zvezda Esports
Axelent,ADC,18,3,3,8,3.7,363,26,,9.2,17956,455,25.1%,30,12,10,0,0,0.76,0.3,0,0.25,8.8%,33994,22748,10372,874,862,31.6%,0.28,91.7%,,0,0,0,0,456,2,1202,2,0,3129,3129,8614,0,11325,0,18,393,20833,89,1,19,864,0,0,71662,Partizan Sangal,Crvena zvezda Esports,Crvena zvezda Esports
HungryPanda,SUPPORT,14,0,5,9,1.8,40,0,,1,9169,232,12.8%,161,73,25,21,19,4.08,1.85,0.53,0.63,47.5%,9049,1568,7074,407,229,8.4%,0.23,75%,,0,0,0,0,202,-6,-79,0,0,292,292,16362,10206,10526,0,56,170,26643,143,23,37,0,0,0,71662,Partizan Sangal,Crvena zvezda Esports,Crvena zvezda Esports
APP,TOP,18,4,2,12,8,257,0,,6.5,13790,350,18.1%,27,14,1,7,6,0.68,0.35,0.18,0.03,9.9%,21799,18966,1186,1647,553,16.3%,0.41,69.6%,,1,0,0,0,-760,-17,-479,-1,0,1232,1232,8007,0,85992,1865,34,2017,39901,77,9,30,0,164,1,71662,Partizan Sangal,Crvena zvezda Esports,Crvena zvezda Esports
Xeonerr,JUNGLE,18,7,2,14,10.5,214,190,,5.4,15940,404,20.9%,58,14,11,12,12,1.47,0.35,0.3,0.28,21.3%,22170,19132,1791,1247,562,16.6%,0.53,91.3%,,2,0,0,0,-1139,-21,-776,-1,0,4961,4961,23992,0,41600,0,18,282,49553,66,13,34,458,537,1,71662,Partizan Sangal,Crvena zvezda Esports,Crvena zvezda Esports
Alix,MID,18,9,3,9,6,306,18,,7.8,16817,426,22.1%,21,11,6,3,2,0.53,0.28,0.08,0.15,7.7%,39058,1744,37198,116,990,29.2%,0.46,78.3%,,1,0,0,0,163,-2,43,0,0,5963,5963,4698,0,15543,1109,29,409,23566,81,5,27,0,700,1,71662,Partizan Sangal,Crvena zvezda Esports,Crvena zvezda Esports
Yakkey,ADC,18,3,2,15,9,444,33,,11.3,19563,496,25.7%,46,19,11,7,7,1.17,0.48,0.18,0.28,16.9%,42884,40310,1079,1495,1087,32.1%,0.46,78.3%,,0,0,0,0,-456,-2,-1202,-2,0,14383,14383,7601,0,11600,0,24,162,17498,71,8,27,0,228,1,71662,Partizan Sangal,Crvena zvezda Esports,Crvena zvezda Esports
Seal,SUPPORT,16,0,3,21,7,42,4,,1.1,10053,255,13.2%,120,71,11,19,19,3.04,1.8,0.48,0.28,44.1%,7843,571,4759,2513,199,5.9%,0.53,91.3%,,0,0,0,0,-202,6,79,0,0,115,115,8874,5625,11289,2560,21,97,16434,78,22,38,0,0,1,71662,Partizan Sangal,Crvena zvezda Esports,Crvena zvezda Esports
APP,TOP,15,1,5,5,1.2,230,4,,7.6,10212,338,18.7%,20,12,1,1,1,0.66,0.4,0.03,0.03,8.9%,16034,8313,7521,200,530,21.2%,0.2,42.9%,,0,0,0,0,-1236,-14,-1352,-1,0,2438,2438,6525,0,28550,0,15,106,33663,195,3,24,0,0,0,71663,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Xeonerr,JUNGLE,14,2,7,7,1.3,175,157,,5.8,9725,321,17.8%,29,15,5,7,5,0.96,0.5,0.23,0.17,12.9%,11880,9525,2057,298,393,15.7%,0.3,64.3%,,0,0,0,0,-872,-8,-958,-1,0,127,127,15385,0,31770,1626,16,579,34329,189,8,23,25,0,0,71663,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Alix,MID,17,4,6,5,1.5,280,16,,9.3,12995,430,23.8%,25,8,7,2,1,0.83,0.26,0.07,0.23,11.2%,20696,1050,19610,36,684,27.3%,0.3,64.3%,1,0,0,0,0,515,7,787,1,0,2204,2204,5450,0,22339,0,17,66,30562,192,4,24,475,0,0,71663,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Yakkey,ADC,15,6,4,2,2,272,8,,9,14175,469,26%,32,15,7,6,6,1.06,0.5,0.2,0.23,14.3%,22548,14906,5414,2228,745,29.8%,0.26,57.1%,,0,1,0,0,-780,-14,-590,-1,0,786,786,3522,0,9921,0,0,20,18013,105,8,30,1386,0,0,71663,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Seal,SUPPORT,12,1,6,8,1.5,34,0,,1.1,7402,245,13.6%,118,66,15,19,19,3.9,2.18,0.63,0.5,52.7%,4547,1181,2576,790,150,6%,0.3,64.3%,,0,0,0,0,-1126,-7,-1139,-1,0,58,58,480,233,15872,1125,26,67,13384,143,21,37,208,0,0,71663,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Chan,TOP,17,6,2,4,5,249,4,,8.2,13557,448,20.7%,36,12,7,8,8,1.19,0.4,0.26,0.23,14%,22851,21919,932,0,755,22.3%,0.33,35.7%,1,1,0,0,0,1236,14,1352,1,0,6663,6663,7880,0,38543,0,12,221,27540,89,11,33,0,384,1,71663,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Stefan,JUNGLE,16,6,2,16,11,197,169,,6.5,13889,459,21.2%,41,5,10,5,3,1.36,0.17,0.17,0.33,16%,20621,18187,1906,528,682,20.1%,0.73,78.6%,,0,1,0,0,872,8,958,1,0,12894,12894,32938,0,29285,0,24,625,44962,61,6,27,0,597,1,71663,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Whistle,MID,17,3,3,11,4.7,229,0,,7.6,12553,415,19.1%,37,6,10,3,3,1.22,0.2,0.1,0.33,14.4%,17080,999,16013,68,565,16.7%,0.46,50%,,1,0,0,0,-515,-7,-787,-1,0,3692,3692,3248,0,13791,2049,28,513,17019,86,6,20,0,114,1,71663,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Axelent,ADC,18,8,2,12,10,299,19,,9.9,15529,513,23.7%,19,11,5,2,2,0.63,0.36,0.07,0.17,7.4%,33728,21604,11829,295,1115,32.9%,0.66,71.4%,,1,0,0,0,780,14,590,1,0,5745,5745,4519,0,8633,0,1,23,14220,12,4,26,0,700,1,71663,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
HungryPanda,SUPPORT,13,5,5,20,5,44,4,,1.5,10077,333,15.4%,124,63,19,17,17,4.1,2.08,0.56,0.63,48.2%,8091,1216,4572,2303,267,7.9%,0.83,89.3%,,0,0,0,0,1126,7,1139,1,0,35,35,6818,5286,21447,820,45,130,17650,128,19,32,0,299,1,71663,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
APP,TOP,14,0,6,1,0.2,186,0,,6.8,8076,296,18.1%,15,8,1,4,3,0.55,0.29,0.15,0.04,8.6%,11132,8995,2137,0,408,20.9%,0.04,14.3%,,0,0,0,0,-882,-22,-1029,-1,0,876,876,8805,0,26898,0,12,118,34137,193,5,22,0,0,0,71664,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Xeonerr,JUNGLE,13,2,4,1,0.8,165,144,,6,9401,344,21.1%,22,6,3,4,4,0.81,0.22,0.15,0.11,12.6%,6857,6440,302,115,251,12.9%,0.11,42.9%,,0,0,0,0,-186,7,352,1,0,0,0,16176,0,19073,0,111,465,33984,160,5,25,655,0,0,71664,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Alix,MID,14,3,8,1,0.5,171,0,,6.3,8702,319,19.5%,9,7,0,1,1,0.33,0.26,0.04,0,5.1%,19798,76,19722,0,725,37.2%,0.15,57.1%,1,0,0,0,0,-795,-24,-1036,-1,0,314,314,4874,0,21952,0,26,315,31937,244,3,21,8,0,0,71664,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Yakkey,ADC,15,1,3,3,1.3,288,4,,10.5,11675,427,26.2%,28,10,7,3,3,1.03,0.37,0.11,0.26,16%,11702,11600,31,71,428,22%,0.15,57.1%,,0,0,0,0,-1739,-3,-43,0,0,4274,4274,2705,0,6352,0,12,44,13197,128,6,25,140,0,0,71664,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Seal,SUPPORT,10,1,5,3,0.8,39,0,,1.4,6733,246,15.1%,101,52,12,19,15,3.7,1.9,0.7,0.44,57.7%,3701,667,2074,960,135,7%,0.15,57.1%,,0,0,0,0,-1193,10,-953,-1,0,0,0,4058,1838,12293,1471,11,73,14506,116,21,36,176,0,0,71664,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Chan,TOP,16,4,2,9,6.5,215,0,,7.9,11609,425,20.1%,34,13,6,8,8,1.24,0.48,0.29,0.22,17.5%,24880,21178,3702,0,911,24.5%,0.48,50%,1,0,0,0,0,882,22,1029,1,0,6293,6293,9246,0,21020,0,22,118,24855,69,11,29,0,147,1,71664,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Stefan,JUNGLE,15,4,0,14,Perfect KDA,158,127,,5.8,11207,410,19.4%,27,8,1,6,6,0.99,0.29,0.22,0.04,13.9%,19166,10192,6885,2089,702,18.9%,0.66,69.2%,1,0,0,0,0,186,-7,-352,-1,0,7568,7568,17128,258,31886,0,27,359,29754,0,6,23,0,0,1,71664,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Whistle,MID,17,8,0,10,Perfect KDA,237,8,,8.7,12696,465,22%,27,11,3,3,3,0.99,0.4,0.11,0.11,13.9%,28013,1437,26576,0,1025,27.6%,0.66,69.2%,1,0,0,0,0,795,24,1036,1,0,2346,2346,2804,0,7467,0,38,563,11066,0,5,19,0,0,1,71664,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
Axelent,ADC,14,9,3,6,5,242,26,,8.9,14550,533,25.2%,20,8,6,2,2,0.73,0.29,0.07,0.22,10.3%,21371,9891,11234,246,782,21.1%,0.55,57.7%,,0,1,0,0,1739,3,43,0,0,11443,11443,3690,0,7614,0,2,25,13020,99,3,24,0,831,1,71664,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
HungryPanda,SUPPORT,12,1,2,9,5,26,0,,1,7768,284,13.4%,86,34,13,10,8,3.15,1.24,0.37,0.48,44.3%,7952,1245,6707,0,291,7.8%,0.37,38.5%,,0,0,0,0,1193,-10,953,1,0,4053,4053,2115,684,4283,0,22,53,9380,45,14,28,0,1,1,71664,Crvena zvezda Esports,Partizan Sangal,Partizan Sangal
APP,TOP,17,5,2,6,5.5,275,0,,8.5,13343,412,20%,20,9,3,0,0,0.62,0.28,0,0.09,8.5%,18092,10497,7103,492,559,19.9%,0.34,55%,,2,0,0,0,1145,48,1766,1,0,2547,2547,12226,0,81570,0,39,790,41234,91,2,19,0,430,1,71665,Crvena zvezda Esports,Partizan Sangal,Crvena zvezda Esports
Xeonerr,JUNGLE,17,3,1,12,15,243,205,,7.5,13886,429,20.8%,58,7,13,6,5,1.79,0.22,0.19,0.4,24.7%,23218,1207,18099,3912,718,25.5%,0.46,75%,,1,0,0,0,-800,-16,-590,-1,0,2450,2450,11590,0,10327,0,39,711,22780,16,6,28,0,11,1,71665,Crvena zvezda Esports,Partizan Sangal,Crvena zvezda Esports
Alix,MID,18,3,3,7,3.3,294,0,,9.1,14510,449,21.8%,23,13,2,4,4,0.71,0.4,0.12,0.06,9.8%,21570,20105,1031,434,667,23.7%,0.31,50%,1,0,0,0,0,605,22,127,1,0,5949,5949,9745,0,28466,0,22,242,27566,119,6,22,0,223,1,71665,Crvena zvezda Esports,Partizan Sangal,Crvena zvezda Esports
Yakkey,ADC,16,6,2,11,8.5,295,17,,9.1,15684,485,23.5%,31,11,10,1,1,0.96,0.34,0.03,0.31,13.2%,21858,15238,5615,1005,676,24%,0.53,85%,,0,0,0,0,-13,-3,-176,0,0,10440,10440,7081,0,11409,0,24,332,18498,79,2,20,0,484,1,71665,Crvena zvezda Esports,Partizan Sangal,Crvena zvezda Esports
Seal,SUPPORT,14,3,2,14,8.5,33,4,,1,9185,284,13.8%,103,59,6,17,17,3.18,1.82,0.53,0.19,43.8%,6323,924,4987,412,195,6.9%,0.53,85%,,0,0,0,0,187,4,55,0,0,2758,2758,16579,9072,19021,1121,36,109,22870,52,19,34,0,158,1,71665,Crvena zvezda Esports,Partizan Sangal,Crvena zvezda Esports
Chan,TOP,16,1,5,7,1.6,243,3,,7.5,12966,401,22.5%,30,17,2,7,7,0.93,0.53,0.22,0.06,12.9%,21743,13055,8688,0,672,20.4%,0.25,80%,,0,0,0,0,-1145,-48,-1766,-1,0,10986,10986,9720,0,29585,0,9,153,36162,167,8,27,430,0,0,71665,Crvena zvezda Esports,Partizan Sangal,Crvena zvezda Esports
Stefan,JUNGLE,16,3,3,6,3,251,187,,7.8,12629,390,21.9%,32,5,8,3,3,0.99,0.15,0.09,0.25,13.7%,36583,437,35874,272,1131,34.3%,0.28,90%,,1,0,0,0,800,16,590,1,0,623,623,15371,0,18826,0,21,254,31106,85,4,20,316,0,0,71665,Crvena zvezda Esports,Partizan Sangal,Crvena zvezda Esports
Whistle,MID,16,1,4,4,1.3,247,0,,7.6,10979,339,19%,26,9,5,4,4,0.8,0.28,0.12,0.15,11.2%,18240,169,18071,0,564,17.1%,0.15,50%,,0,0,0,0,-605,-22,-127,-1,0,1407,1407,2710,0,26717,825,27,82,25168,111,6,23,0,0,0,71665,Crvena zvezda Esports,Partizan Sangal,Crvena zvezda Esports
